timestamp,emotion,emotion_score,focus_score,final_engagement
21:32:17,happy,100,66,83
21:32:17,happy,100,66,83
21:32:17,happy,100,66,83
21:32:17,happy,100,66,83
21:32:17,happy,100,66,83
21:32:17,neutral,70,65,67
21:32:17,happy,100,63,81
21:32:17,happy,100,63,81
21:32:18,happy,100,62,81
21:32:18,happy,100,60,80
21:32:18,happy,100,60,80
21:32:18,neutral,70,59,64
21:32:18,neutral,70,59,64
21:32:18,neutral,70,59,64
21:32:18,happy,100,60,80
21:32:18,neutral,70,60,65
