timestamp,emotion,final_engagement,focus_score,emotion_score
2025-10-27 20:40:06,angry,55.33,34.88,50.27
2025-10-27 20:40:08,angry,79.6,50.64,86.44
2025-10-27 20:40:10,angry,84.82,97.45,42.04
2025-10-27 20:40:12,angry,87.38,61.18,40.19
2025-10-27 20:40:14,angry,74.29,92.81,61.82
2025-10-27 20:40:16,angry,54.36,91.19,64.97
2025-10-27 20:40:18,angry,90.62,95.18,54.89
2025-10-27 20:40:20,angry,89.36,33.08,83.63
2025-10-27 20:40:22,angry,77.44,79.14,86.94
2025-10-27 20:40:24,angry,52.5,57.08,84.68
2025-10-27 20:40:26,angry,79.53,52.92,87.21
2025-10-27 20:40:28,angry,75.48,78.1,68.27
2025-10-27 20:40:30,angry,79.19,89.15,78.81
2025-10-27 20:40:32,angry,64.06,35.32,60.23
2025-10-27 20:40:34,angry,62.35,30.12,83.62
2025-10-27 20:40:36,angry,44.36,41.09,64.22
2025-10-27 20:40:38,angry,50.48,53.52,72.22
2025-10-27 20:40:40,angry,85.79,63.95,76.88
2025-10-27 20:40:42,angry,94.41,56.33,73.08
2025-10-27 20:40:44,angry,83.26,91.89,75.07
2025-10-27 20:40:46,angry,80.52,71.54,85.46
2025-10-27 20:40:48,angry,48.89,91.32,41.69
2025-10-27 20:40:50,angry,79.72,56.5,54.23
2025-10-27 20:40:52,angry,61.82,31.18,40.95
2025-10-27 20:40:54,angry,85.38,84.41,74.03
2025-10-27 20:40:56,angry,62.11,51.96,53.85
2025-10-27 20:40:58,angry,65.53,73.01,61.07
2025-10-27 20:41:00,angry,69.62,85.18,58.74
2025-10-27 20:41:02,angry,85.24,95.09,84.33
2025-10-27 20:41:04,angry,93.29,65.71,61.58
2025-10-27 20:41:06,angry,79.38,67.6,52.66
2025-10-27 20:41:08,angry,82.07,50.82,79.57
2025-10-27 20:41:10,angry,66.24,57.21,66.66
2025-10-27 20:41:12,angry,67.06,77.5,65.27
2025-10-27 20:41:14,angry,91.69,41.82,77.77
2025-10-27 20:41:16,angry,48.66,77.7,84.31
2025-10-27 20:41:18,angry,64.01,78.75,87.68
2025-10-27 20:41:20,angry,70.0,39.56,69.74
2025-10-27 20:41:22,angry,54.75,47.02,49.51
2025-10-27 20:41:24,angry,88.15,91.97,68.23
2025-10-27 20:41:26,angry,94.46,61.26,65.29
2025-10-27 20:41:28,angry,48.41,89.58,85.5
2025-10-27 20:41:30,angry,51.34,88.46,77.07
2025-10-27 20:41:32,angry,42.39,37.78,86.09
2025-10-27 20:41:34,angry,80.08,84.98,75.85
2025-10-27 20:41:36,angry,80.17,53.03,56.14
2025-10-27 20:41:38,angry,84.09,30.29,84.58
2025-10-27 20:41:40,angry,83.64,70.37,55.67
2025-10-27 20:41:42,angry,93.7,88.75,60.49
2025-10-27 20:41:44,angry,73.11,83.32,67.64
2025-10-27 20:41:46,angry,68.57,70.22,86.68
2025-10-27 20:41:48,angry,88.51,96.35,82.6
2025-10-27 20:41:50,angry,74.03,70.07,40.84
2025-10-27 20:41:52,angry,48.47,70.29,86.15
2025-10-27 20:41:54,angry,77.26,61.4,44.46
2025-10-27 20:41:56,angry,81.15,49.1,51.31
2025-10-27 20:41:58,angry,62.75,71.84,69.82
2025-10-27 20:42:00,angry,75.99,76.23,53.89
2025-10-27 20:42:02,angry,60.35,98.0,58.02
2025-10-27 20:42:04,angry,85.17,73.09,71.79
2025-10-27 20:42:06,angry,44.62,68.69,51.51
2025-10-27 20:42:08,angry,73.45,59.82,67.02
2025-10-27 20:42:10,angry,74.76,95.84,52.08
2025-10-27 20:42:12,angry,42.84,49.69,40.48
2025-10-27 20:42:14,angry,56.76,56.31,54.71
2025-10-27 20:42:16,angry,63.57,66.34,50.67
2025-10-27 20:42:18,angry,83.0,41.33,41.21
2025-10-27 20:42:20,angry,69.11,82.64,48.73
2025-10-27 20:42:22,angry,87.77,33.3,81.59
2025-10-27 20:42:24,angry,70.93,89.42,77.8
2025-10-27 20:42:26,angry,46.21,48.53,53.29
2025-10-27 20:42:28,angry,89.83,79.69,85.32
2025-10-27 20:42:30,angry,75.79,75.32,51.07
2025-10-27 20:42:32,angry,51.72,69.94,43.27
2025-10-27 20:42:34,angry,84.74,36.55,66.39
2025-10-27 20:42:36,angry,50.31,96.8,49.46
2025-10-27 20:42:38,angry,89.39,54.33,59.64
2025-10-27 20:42:40,angry,93.32,40.46,53.33
2025-10-27 20:42:42,angry,54.61,95.73,54.41
2025-10-27 20:42:44,angry,41.7,70.76,50.7
2025-10-27 20:42:46,angry,84.65,36.61,74.54
2025-10-27 20:42:48,angry,73.58,44.07,55.57
2025-10-27 20:42:50,angry,71.37,85.66,48.59
2025-10-27 20:42:52,angry,76.15,41.9,43.55
2025-10-27 20:42:54,angry,62.78,55.06,50.5
2025-10-27 20:42:56,angry,67.56,70.17,50.94
2025-10-27 20:42:58,angry,51.69,48.55,77.01
2025-10-27 20:43:00,angry,90.98,98.18,61.9
2025-10-27 20:43:02,angry,70.2,57.03,41.03
2025-10-27 20:43:04,angry,92.83,53.06,60.49
2025-10-27 20:43:06,angry,83.51,67.8,54.92
2025-10-27 20:43:08,angry,50.53,76.82,51.42
2025-10-27 20:43:10,angry,55.84,77.67,70.56
2025-10-27 20:43:12,angry,57.93,44.29,85.5
2025-10-27 20:43:14,angry,72.61,77.9,85.93
2025-10-27 20:43:16,angry,89.49,33.08,58.28
2025-10-27 20:43:18,angry,93.09,78.37,87.32
2025-10-27 20:43:20,angry,55.96,34.25,50.69
2025-10-27 20:43:22,angry,75.58,32.32,63.28
2025-10-27 20:43:24,angry,92.87,45.64,72.65
2025-10-27 20:43:26,angry,45.35,84.35,64.48
2025-10-27 20:43:28,angry,72.41,66.95,48.53
2025-10-27 20:43:30,angry,43.1,68.23,63.19
2025-10-27 20:43:32,angry,75.34,92.74,45.71
2025-10-27 20:43:34,angry,45.53,61.42,72.4
2025-10-27 20:43:36,angry,67.7,98.53,82.26
2025-10-27 20:43:38,angry,59.07,30.1,52.86
2025-10-27 20:43:40,angry,70.06,59.6,71.09
2025-10-27 20:43:42,angry,52.88,34.63,86.95
2025-10-27 20:43:44,angry,73.31,87.5,64.29
2025-10-27 20:43:46,angry,68.98,37.53,88.29
2025-10-27 20:43:48,angry,87.15,53.41,82.96
2025-10-27 20:43:50,angry,48.73,51.62,51.03
2025-10-27 20:43:52,angry,89.53,32.89,73.87
2025-10-27 20:43:54,angry,48.21,50.92,79.9
2025-10-27 20:43:56,angry,84.97,30.06,62.94
2025-10-27 20:43:58,angry,76.06,79.53,85.05
2025-10-27 20:44:00,angry,90.85,67.76,46.9
2025-10-27 20:44:02,angry,58.52,96.01,51.04
2025-10-27 20:44:04,angry,58.57,96.74,87.06
2025-10-27 20:44:06,angry,79.77,47.05,67.99
2025-10-27 20:44:08,angry,84.57,75.82,87.5
2025-10-27 20:44:10,angry,92.0,81.8,44.91
2025-10-27 20:44:12,angry,94.57,48.66,47.69
2025-10-27 20:44:14,angry,56.85,50.73,88.45
2025-10-27 20:44:16,angry,48.31,40.87,59.06
2025-10-27 20:44:18,angry,77.43,78.64,74.44
2025-10-27 20:44:20,angry,93.32,55.52,86.38
2025-10-27 20:44:22,angry,82.92,71.09,79.15
2025-10-27 20:44:24,angry,66.64,93.6,47.21
2025-10-27 20:44:26,angry,50.27,48.11,67.22
2025-10-27 20:44:28,angry,71.05,89.93,46.27
2025-10-27 20:44:30,angry,87.91,43.31,73.39
2025-10-27 20:44:32,angry,62.13,90.93,77.43
2025-10-27 20:44:34,angry,55.22,92.95,75.09
2025-10-27 20:44:36,angry,60.08,32.55,67.56
2025-10-27 20:44:38,angry,74.93,45.3,85.27
2025-10-27 20:44:40,angry,85.14,65.67,84.1
2025-10-27 20:44:42,angry,77.68,80.11,67.39
2025-10-27 20:44:44,angry,73.17,35.27,69.82
2025-10-27 20:44:46,angry,87.94,72.18,46.79
2025-10-27 20:44:48,angry,78.61,92.39,83.46
2025-10-27 20:44:50,angry,75.73,66.28,80.12
2025-10-27 20:44:52,angry,57.81,83.37,57.08
2025-10-27 20:44:54,angry,71.61,88.11,81.77
2025-10-27 20:44:56,angry,40.15,48.28,67.25
2025-10-27 20:44:58,angry,55.38,67.06,70.19
2025-10-27 20:45:00,angry,89.75,63.27,64.7
2025-10-27 20:45:02,angry,82.78,40.07,52.08
2025-10-27 20:45:04,angry,93.47,61.95,88.47
2025-10-27 20:45:06,angry,91.62,52.63,60.5
2025-10-27 20:45:08,angry,62.8,40.73,70.79
2025-10-27 20:45:10,angry,82.22,98.96,46.42
2025-10-27 20:45:12,angry,42.75,89.95,59.88
2025-10-27 20:45:14,angry,54.61,85.4,87.56
2025-10-27 20:45:16,angry,45.25,47.52,47.17
2025-10-27 20:45:18,angry,53.51,83.42,51.02
2025-10-27 20:45:20,angry,69.97,87.92,55.66
2025-10-27 20:45:22,angry,50.81,39.82,82.42
2025-10-27 20:45:24,angry,90.72,57.9,50.52
2025-10-27 20:45:26,angry,62.08,94.49,77.26
2025-10-27 20:45:28,angry,65.2,58.9,42.85
2025-10-27 20:45:30,angry,93.56,91.77,50.02
2025-10-27 20:45:32,angry,75.64,49.48,72.98
2025-10-27 20:45:34,angry,93.17,43.7,51.39
2025-10-27 20:45:36,angry,47.09,45.75,43.99
2025-10-27 20:45:38,angry,93.48,67.36,74.89
2025-10-27 20:45:40,angry,81.6,85.16,62.6
2025-10-27 20:45:42,angry,81.79,51.49,61.18
2025-10-27 20:45:44,angry,52.52,90.86,88.25
2025-10-27 20:45:46,angry,45.76,76.18,61.34
2025-10-27 20:45:48,angry,85.99,39.89,55.73
2025-10-27 20:45:50,angry,65.02,39.0,44.1
2025-10-27 20:45:52,angry,85.48,53.17,40.5
2025-10-27 20:45:54,angry,88.52,76.24,67.49
2025-10-27 20:45:56,angry,51.74,61.42,76.18
2025-10-27 20:45:58,angry,57.88,84.37,44.95
2025-10-27 20:46:00,angry,65.06,81.38,43.17
2025-10-27 20:46:02,angry,72.18,60.79,79.13
2025-10-27 20:46:04,angry,40.5,79.96,75.15
2025-10-27 20:46:06,angry,76.26,47.06,89.9
2025-10-27 20:46:08,angry,70.76,77.45,62.14
2025-10-27 20:46:10,angry,85.81,60.65,62.63
2025-10-27 20:46:12,angry,91.15,68.96,84.06
2025-10-27 20:46:14,angry,88.57,57.05,89.39
2025-10-27 20:46:16,angry,54.85,57.32,58.34
2025-10-27 20:46:18,angry,76.15,79.05,70.64
2025-10-27 20:46:20,angry,69.47,97.13,69.63
2025-10-27 20:46:22,angry,63.4,69.91,50.67
2025-10-27 20:46:24,angry,71.75,62.45,49.77
2025-10-27 20:46:26,angry,65.41,62.32,83.02
2025-10-27 20:46:28,angry,81.69,37.44,40.28
2025-10-27 20:46:30,angry,90.26,76.38,85.6
2025-10-27 20:46:32,angry,94.47,63.43,61.96
2025-10-27 20:46:34,angry,62.73,33.9,82.68
2025-10-27 20:46:36,angry,86.56,67.23,45.15
2025-10-27 20:46:38,angry,50.07,58.75,44.55
2025-10-27 20:46:40,angry,69.46,52.29,73.27
2025-10-27 20:46:42,angry,40.43,79.95,59.95
2025-10-27 20:46:44,angry,83.01,96.1,65.03
2025-10-27 20:46:46,angry,70.82,57.77,56.78
2025-10-27 20:46:48,angry,60.07,97.02,73.46
2025-10-27 20:46:50,angry,54.29,40.22,75.12
2025-10-27 20:46:52,angry,63.14,82.04,80.16
2025-10-27 20:46:54,angry,91.36,49.55,45.41
2025-10-27 20:46:56,angry,69.01,36.62,58.03
2025-10-27 20:46:58,angry,85.62,68.77,75.67
2025-10-27 20:47:00,angry,41.65,32.29,85.68
2025-10-27 20:47:02,angry,79.71,47.7,45.92
2025-10-27 20:47:04,angry,46.31,63.08,78.78
2025-10-27 20:47:06,angry,58.27,58.95,47.62
2025-10-27 20:47:08,angry,56.74,71.13,72.17
2025-10-27 20:47:10,angry,60.95,88.65,51.56
2025-10-27 20:47:12,angry,89.46,92.8,71.13
2025-10-27 20:47:14,angry,91.74,62.49,75.95
2025-10-27 20:47:16,angry,62.16,71.67,83.3
2025-10-27 20:47:18,angry,90.18,95.08,43.05
2025-10-27 20:47:20,angry,80.24,39.2,56.02
2025-10-27 20:47:22,angry,61.34,90.94,58.99
2025-10-27 20:47:24,angry,64.92,43.46,44.77
2025-10-27 20:47:26,angry,81.06,57.05,58.61
2025-10-27 20:47:28,angry,80.72,87.94,65.81
2025-10-27 20:47:30,angry,70.99,62.33,41.12
2025-10-27 20:47:32,angry,86.23,94.16,65.67
2025-10-27 20:47:34,angry,74.27,41.26,64.24
2025-10-27 20:47:36,angry,59.2,59.79,42.81
2025-10-27 20:47:38,angry,76.42,81.27,67.55
2025-10-27 20:47:40,angry,84.98,80.28,44.55
2025-10-27 20:47:42,angry,45.04,39.69,63.0
2025-10-27 20:47:44,angry,90.17,91.8,85.99
2025-10-27 20:47:46,angry,58.07,66.03,83.45
2025-10-27 20:47:48,angry,74.96,90.43,40.65
2025-10-27 20:47:50,angry,42.0,41.89,85.39
2025-10-27 20:47:52,angry,54.73,55.13,55.9
2025-10-27 20:47:54,angry,44.11,50.96,45.88
2025-10-27 20:47:56,angry,86.78,96.16,62.47
2025-10-27 20:47:58,angry,60.1,42.12,74.9
2025-10-27 20:48:00,angry,79.21,52.68,89.14
2025-10-27 20:48:02,angry,48.7,47.09,44.41
2025-10-27 20:48:04,angry,72.91,30.92,81.95
2025-10-27 20:48:06,angry,85.58,53.49,64.72
2025-10-27 20:48:08,angry,64.24,79.18,75.51
2025-10-27 20:48:10,angry,75.26,50.51,72.97
2025-10-27 20:48:12,angry,51.51,74.85,70.83
2025-10-27 20:48:14,angry,47.09,96.99,64.54
2025-10-27 20:48:16,angry,67.71,70.83,76.6
2025-10-27 20:48:18,angry,65.77,42.7,60.89
2025-10-27 20:48:20,angry,89.22,49.59,86.46
2025-10-27 20:48:22,angry,46.13,84.64,64.82
2025-10-27 20:48:24,angry,68.71,52.14,80.68
2025-10-27 20:48:26,angry,78.36,84.2,86.18
2025-10-27 20:48:28,angry,54.19,51.63,84.59
2025-10-27 20:48:30,angry,55.0,68.91,50.54
2025-10-27 20:48:32,angry,86.6,48.42,57.38
2025-10-27 20:48:34,angry,80.7,51.68,55.22
2025-10-27 20:48:36,angry,54.39,69.12,47.73
2025-10-27 20:48:38,angry,79.1,53.55,69.77
2025-10-27 20:48:40,angry,64.19,43.18,60.69
2025-10-27 20:48:42,angry,47.99,81.04,45.38
2025-10-27 20:48:44,angry,60.76,67.6,46.54
2025-10-27 20:48:46,angry,71.83,63.48,84.49
