timestamp,emotion,emotion_score,focus_score,final_engagement
21:28:25,neutral,70,35,52
21:28:25,neutral,70,36,53
21:28:25,happy,100,60,80
21:28:25,neutral,70,53,61
21:28:25,happy,100,60,80
21:28:25,happy,100,61,80
21:28:25,happy,100,64,82
21:28:25,happy,100,63,81
21:28:25,happy,100,69,84
21:28:25,happy,100,69,84
21:28:25,happy,100,70,85
21:28:25,happy,100,70,85
21:28:26,happy,100,70,85
21:28:26,happy,100,71,85
21:28:26,happy,100,70,85
21:28:26,happy,100,70,85
21:28:26,happy,100,69,84
21:28:26,happy,100,69,84
21:28:26,happy,100,67,83
21:28:26,happy,100,66,83
21:28:26,happy,100,66,83
21:28:26,neutral,70,65,67
21:28:26,neutral,70,65,67
21:28:26,neutral,70,65,67
21:28:26,neutral,70,65,67
21:28:27,neutral,70,67,68
21:28:27,neutral,70,68,69
21:28:27,neutral,70,68,69
21:28:27,neutral,70,69,69
21:28:27,neutral,70,69,69
21:28:27,neutral,70,69,69
21:28:27,neutral,70,69,69
21:28:27,neutral,70,69,69
21:28:27,neutral,70,68,69
21:28:27,surprise,85,67,76
21:28:27,surprise,85,67,76
21:28:27,neutral,70,67,68
21:28:27,neutral,70,68,69
21:28:28,neutral,70,67,68
21:28:28,neutral,70,67,68
21:28:28,angry,30,61,45
21:28:28,neutral,70,46,58
21:28:28,neutral,70,46,58
21:28:28,neutral,70,45,57
21:28:28,neutral,70,40,55
21:28:28,neutral,70,40,55
21:28:28,happy,100,50,75
21:28:28,surprise,85,43,64
21:28:28,surprise,85,42,63
21:28:28,surprise,85,42,63
21:28:28,fear,25,47,36
21:28:28,fear,25,50,37
21:28:28,happy,100,49,74
21:28:29,surprise,85,54,69
21:28:29,surprise,85,50,67
21:28:29,surprise,85,53,69
21:28:29,happy,100,50,75
21:28:29,happy,100,49,74
21:28:29,happy,100,51,75
21:28:29,fear,25,52,38
21:28:29,fear,25,52,38
21:28:29,fear,25,52,38
21:28:29,sad,40,60,50
21:28:29,sad,40,61,50
21:28:29,happy,100,69,84
21:28:29,neutral,70,67,68
21:28:29,neutral,70,66,68
21:28:30,neutral,70,67,68
21:28:30,neutral,70,67,68
21:28:30,neutral,70,66,68
21:28:30,neutral,70,66,68
21:28:30,fear,25,50,37
21:28:30,fear,25,34,29
21:28:30,fear,25,50,37
21:28:30,neutral,70,50,60
21:28:30,neutral,70,50,60
21:28:30,fear,25,50,37
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:30,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,fear,25,50,37
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:31,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:32,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:33,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,unknown,50,50,50
21:28:34,sad,40,50,45
21:28:34,happy,100,65,82
21:28:34,happy,100,65,82
21:28:34,happy,100,65,82
21:28:34,angry,30,67,48
21:28:34,angry,30,67,48
21:28:34,happy,100,67,83
21:28:35,neutral,70,66,68
21:28:35,neutral,70,66,68
21:28:35,neutral,70,66,68
21:28:35,neutral,70,64,67
21:28:35,neutral,70,64,67
21:28:35,neutral,70,64,67
21:28:35,sad,40,63,51
21:28:35,sad,40,63,51
21:28:35,sad,40,64,52
21:28:35,sad,40,64,52
21:28:35,sad,40,64,52
21:28:35,neutral,70,66,68
21:28:35,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,66,68
21:28:36,neutral,70,65,67
21:28:36,neutral,70,65,67
21:28:36,neutral,70,65,67
21:28:36,neutral,70,64,67
21:28:36,neutral,70,64,67
21:28:36,neutral,70,63,66
21:28:36,neutral,70,63,66
21:28:36,neutral,70,63,66
21:28:36,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,neutral,70,63,66
21:28:37,angry,30,62,46
21:28:37,angry,30,62,46
21:28:38,neutral,70,62,66
21:28:38,neutral,70,62,66
21:28:38,neutral,70,62,66
21:28:38,neutral,70,62,66
21:28:38,neutral,70,61,65
21:28:38,neutral,70,60,65
21:28:38,neutral,70,60,65
21:28:38,neutral,70,61,65
21:28:38,neutral,70,61,65
21:28:38,neutral,70,61,65
21:28:38,neutral,70,61,65
21:28:38,neutral,70,60,65
21:28:38,neutral,70,60,65
21:28:39,neutral,70,60,65
21:28:39,neutral,70,60,65
21:28:39,neutral,70,58,64
21:28:39,neutral,70,58,64
21:28:39,neutral,70,57,63
21:28:39,neutral,70,57,63
21:28:39,neutral,70,57,63
21:28:39,neutral,70,58,64
21:28:39,neutral,70,59,64
21:28:39,neutral,70,59,64
21:28:39,neutral,70,59,64
21:28:40,neutral,70,60,65
21:28:40,neutral,70,60,65
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:40,neutral,70,59,64
21:28:41,neutral,70,60,65
21:28:41,neutral,70,60,65
21:28:41,neutral,70,61,65
21:28:41,neutral,70,60,65
21:28:41,neutral,70,61,65
21:28:41,neutral,70,61,65
21:28:41,angry,30,63,46
21:28:41,angry,30,62,46
21:28:41,angry,30,63,46
21:28:41,angry,30,63,46
21:28:41,happy,100,63,81
21:28:41,happy,100,63,81
21:28:42,neutral,70,64,67
21:28:42,neutral,70,64,67
21:28:42,happy,100,64,82
21:28:42,happy,100,64,82
21:28:42,happy,100,63,81
21:28:42,happy,100,62,81
21:28:42,happy,100,63,81
21:28:42,happy,100,63,81
21:28:42,happy,100,64,82
21:28:42,happy,100,64,82
21:28:42,happy,100,63,81
21:28:42,happy,100,63,81
21:28:43,happy,100,63,81
21:28:43,happy,100,63,81
21:28:43,happy,100,62,81
21:28:43,happy,100,62,81
21:28:43,neutral,70,62,66
21:28:43,happy,100,63,81
21:28:43,happy,100,64,82
21:28:43,happy,100,64,82
21:28:44,happy,100,64,82
21:28:44,happy,100,65,82
21:28:44,happy,100,67,83
21:28:44,happy,100,68,84
21:28:44,happy,100,69,84
21:28:44,happy,100,69,84
21:28:44,happy,100,68,84
21:28:44,happy,100,68,84
21:28:45,happy,100,68,84
21:28:45,happy,100,68,84
21:28:45,happy,100,68,84
21:28:45,happy,100,66,83
21:28:45,happy,100,64,82
21:28:45,happy,100,64,82
21:28:45,happy,100,63,81
21:28:45,happy,100,64,82
21:28:45,neutral,70,63,66
21:28:45,happy,100,61,80
21:28:45,happy,100,61,80
21:28:45,neutral,70,60,65
21:28:46,neutral,70,60,65
21:28:46,neutral,70,60,65
21:28:46,neutral,70,61,65
21:28:46,happy,100,61,80
21:28:46,happy,100,61,80
21:28:46,neutral,70,59,64
21:28:46,neutral,70,59,64
21:28:46,neutral,70,57,63
21:28:46,neutral,70,57,63
21:28:46,sad,40,57,48
21:28:46,sad,40,57,48
